STARID,LABEL,1th Peak,1th Peak F.A.P,2th Peak,2th Peak F.A.P,3th Peak,3th Peak F.A.P,4th Peak,4th Peak F.A.P,5th Peak,5th Peak F.A.P,6th Peak,6th Peak F.A.P,7th Peak,7th Peak F.A.P,8th Peak,8th Peak F.A.P,9th Peak,9th Peak F.A.P,10th Peak,10th Peak F.A.P,11th Peak,11th Peak F.A.P,12th Peak,12th Peak F.A.P,13th Peak,13th Peak F.A.P,14th Peak,14th Peak F.A.P,15th Peak,15th Peak F.A.P,16th Peak,16th Peak F.A.P,17th Peak,17th Peak F.A.P,18th Peak,18th Peak F.A.P,19th Peak,19th Peak F.A.P,20th Peak,20th Peak F.A.P
NP-GJ3212,1,0.6873740487826047,0.4148792209797825,0.6873061756583432,0.4151365883192088,0.6864385399778803,0.4184298163904252,0.6863106927684013,0.4189155800920636,0.6858252651832668,0.420761145103686,0.6856200813321692,0.4215417831115045,0.6851393738652509,0.42337191259604817,0.6847635794194217,0.4248038140275734,0.6826291609780298,0.4329556384836616,0.6823217609114001,0.434132212871436,0.6823161712293858,0.4341536130871447,0.6801617040458434,0.4424165565293472,0.6794643368497968,0.4450970325003247,0.6784350846487276,0.4490580579968781,0.6782103391115203,0.44992372314641854,0.6772378779831001,0.4536723315827017,0.6771071146347598,0.4541767450793413,0.6754457314776555,0.46059224457115705,0.6747777851605735,0.4631748785954426,0.6737104991705848,0.4673051787283494
NP-GJ3218,1,0.4272323266887639,0.0037379708577163994,0.41608830487185905,0.00552415937831437,0.3977816861373316,0.010304386073314586,0.39380716413505534,0.01176310392683101,0.377501902658687,0.020027193591015645,0.3680202996042943,0.027065805136727804,0.35221213927407746,0.044098829185122285,0.3468345640445097,0.051849086363110634,0.3357290988357023,0.07192198587228447,0.3242846569795283,0.09968870567516264,0.3217471713118178,0.10700178925993943,0.31949232754874923,0.11389098745834927,0.29783341267233565,0.20183683973389516,0.29783088254466955,0.20184969414625434,0.29778784392683005,0.20206845398121548,0.2970709272930638,0.20574042323932887,0.29310360557758863,0.22702786431032615,0.28982435320004946,0.24588488043852166,0.2888874934720107,0.2514853715263355,0.2802139225661979,0.3078927223579447
NP-GJ3221,1,0.6518144445576415,0.0004774486135578453,0.6250836616774516,0.0011357314704937818,0.6192149309683058,0.001361906624415415,0.6160813187804646,0.001498787487553645,0.5962370237563165,0.0026983273100001518,0.5526100299213758,0.008874481365937442,0.526470953109556,0.01705543230033011,0.5132225498714893,0.023377462586313045,0.5097724770106814,0.025335027696702254,0.5050075822104242,0.028278765217261626,0.5015351908233985,0.030611904637278874,0.482568521678098,0.046626789863755215,0.4807595839566023,0.04848378778268595,0.4754909075939535,0.054266486554387414,0.4672192355149768,0.06455891542372393,0.4587816828999313,0.0767562444886372,0.4573725279976063,0.07897488780247652,0.4549771950992408,0.08287204203916793,0.4439048405353971,0.10307898183201604,0.44342141089990667,0.10404810205642176
NP-GJ3256,1,0.5940469206467155,0.0037338292511250462,0.593094774546162,0.003841513581155214,0.5650526961561746,0.008605836098529105,0.540170033070883,0.016798685353550724,0.502630838518398,0.04265586797238459,0.4958678481487255,0.049971163979158566,0.4808770438964499,0.0702310408228288,0.4767642078500259,0.07690753135203705,0.4675739973471661,0.09382742375114446,0.4644252869923034,0.10031080057161984,0.45814187584354604,0.11438411104444555,0.44439517628831743,0.15095604979086838,0.4372888892577204,0.17327944045080335,0.4101497154652876,0.28258928243016457,0.40671556992270624,0.2992554351160278,0.3869653868011589,0.4069030098268493,0.3834486834462185,0.4279769298931223,0.3825159849954111,0.4336493230517423,0.379611767286502,0.4515206455253278,0.3786003501098006,0.4578149741638902
NP-GJ3263,1,0.5530986968579993,0.18042101606597705,0.5334001523380306,0.2367041901548799,0.5093989230168895,0.3193330714376688,0.44121096440699625,0.6137987021312881,0.4206253772363453,0.7044857391554615,0.3940937974979472,0.8083150477792023,0.3936660930779047,0.8098199033400739,0.3921348625578254,0.8151574722902312,0.3895271833913579,0.8240647160553274,0.3893229899535489,0.8247523466792056,0.3885155122699868,0.8274574027163094,0.3827338844948289,0.8461536746247146,0.38192079568024895,0.848686730390663,0.3696814414539964,0.8838577289422914,0.36578341292187655,0.8938758047765338,0.3609983948398852,0.9053879519039356,0.35937278814305795,0.9091028162978596,0.3509095891878007,0.9268593449933116,0.3329381249007873,0.9562092546666376,0.32917437552980466,0.9610339181051464
NP-GJ3279,1,0.9655997656389944,0.00023037086757879413,0.9619888339197362,0.00032618029747783487,0.9556708906915348,0.0005570972314736621,0.9516100759405918,0.0007556757230031848,0.9408178725643076,0.0015207945015277154,0.9210151973467684,0.0041324200986778215,0.9110458761967204,0.006227829015881591,0.8953554137847175,0.0108863489312795,0.8867180354343764,0.014282446817520375,0.8592965749890905,0.02983333976520161,0.8580030438437156,0.03076853066849518,0.8290004367652118,0.05725749954265709,0.8116963263458049,0.07856888468409973,0.8098673861769333,0.08107912675492113,0.8016972280928495,0.09291095432875612,0.7857911370520186,0.11889083983269592,0.7030296823865431,0.3141986418297484,0.7006274464627775,0.32113828690681656,0.5566866311469147,0.7472222005850858,0.5142823651887313,0.8387786134791222
NP-GJ3307,1,0.999630544960642,5.95633437680188e-26,0.9970585454408092,9.605341762621127e-19,0.9796519442018616,4.995762190058196e-12,0.9189264980107515,3.075677328395901e-07,0.8926039587459325,2.8749470574679494e-06,0.8797598859209291,7.047386982123424e-06,0.8467092356404848,4.825896579647848e-05,0.7690167591936521,0.0012224998112206672,0.7177545433094518,0.00585909218478065,0.7065903777269927,0.007921339348423225,0.6945486980010825,0.010819821732744343,0.6764137351890085,0.016888782047026287,0.6585524138361608,0.0255050376120803,0.6397639489944877,0.03834057331889524,0.6375014591258421,0.04020070818151255,0.6289479732186669,0.047931526673677616,0.618953885237444,0.0584959361986719,0.6149793515217696,0.06320028819489329,0.6115320416877692,0.06752865849096472,0.5944772468975797,0.09265124657939068
NP-GJ333,1,0.9902775838846468,1.2100636041636672e-11,0.9834035838580276,3.898953106544389e-10,0.936340488377898,2.3752307368445493e-06,0.9325233798949264,3.4612117335935517e-06,0.9146118930438888,1.5838317144719476e-05,0.8867018683372291,9.805744476515712e-05,0.8525388588223535,0.0005333155618816754,0.8500070177931154,0.0005948318730402705,0.8381427824836714,0.0009687586086093604,0.8369776627055319,0.0010142779896476256,0.8309483736152082,0.0012796104844459625,0.8270612005879341,0.0014798224274668885,0.8217485908377449,0.0017954785212004696,0.8146793755645039,0.0023015336974113987,0.8103621161740037,0.002665712065439455,0.7929958806386627,0.00465700041650415,0.7711433280957879,0.008801033138001442,0.7710852932369262,0.008815161017257482,0.7600273445529669,0.01187534732152865,0.7557311561212826,0.013280599923726648
NP-GJ3379,1,0.024774448397374502,0.9999990917174708,0.024290267148782883,0.9999990315830024,0.023755923044567338,0.9999989588842106,0.02325021913812311,0.9999988832534612,0.022839321896149813,0.9999988163678905,0.02245666286729384,0.9999987492570764,0.022279087873356796,0.9999987164156152,0.022012416724359458,0.9999986649436232,0.02193146635112997,0.9999986487866476,0.02135802921483451,0.9999985267119864,0.02131524006271416,0.9999985170376128,0.02126384772909817,0.9999985053088388,0.021070749918960525,0.9999984601497208,0.02102836914543563,0.9999984500025246,0.0205831152623653,0.9999983379800804,0.020468674545738117,0.999998307511048,0.020360662435541053,0.9999982780901246,0.020256229218679662,0.9999982490149636,0.020221407847441218,0.9999982391800956,0.01996055828091919,0.9999981632007096
NP-GJ3440,1,0.5509953219173435,0.00036443188832115564,0.5507692522663853,0.00036748818538403176,0.5502802298666601,0.0003741817555440514,0.5433176965310655,0.0004827644724910448,0.5037805225843562,0.0019059666754396945,0.3221912870230091,0.2639289236919399,0.3193165659058132,0.27950986646339365,0.30785673729135665,0.3479104098882143,0.30553884194719283,0.3629332800868344,0.27836122616273656,0.5625258196919837,0.27451914403237376,0.592864103142389,0.2676700190102737,0.6469317568883448,0.25201890935850235,0.7648339240349187,0.24670773700514176,0.8011658623553651,0.24567580994067836,0.8079262016179135,0.2456460102922786,0.8081198778611638,0.24341143997484035,0.8223877513609075,0.23906698160296816,0.8486035071766509,0.2384294193352113,0.8522723094684144,0.2333020371386349,0.8800200099300269
NP-GJ3528,1,0.6917977349241287,0.11886261070644395,0.6887350157895296,0.12539478606269264,0.6761744030106506,0.15493306503449755,0.6531017337156251,0.2212633150738044,0.6503797769019721,0.230141973804198,0.6195740458927735,0.3454587017655016,0.5869279602387513,0.4914727251270122,0.5720051122022377,0.5622592298203543,0.5654703053743024,0.5932821496111288,0.5568617933681282,0.633723521044699,0.554388893008943,0.6451948640320009,0.5418368885360212,0.7019039213166129,0.5412217405506621,0.7046037892625826,0.530803802464311,0.7489159653418404,0.5291071728850024,0.7558544751328946,0.5231137698641355,0.7796662585050649,0.5198378010709406,0.7921944391138338,0.5142876835969856,0.8125810441438727,0.5112406098785608,0.8233055833098848,0.5011060032085277,0.8564643993383455
NP-GJ3530,1,0.6307884664818321,0.008749881081616248,0.6117358721556576,0.014214209641248431,0.5647195624440424,0.04223708075064432,0.564632048393223,0.0423170703930082,0.5644633229657688,0.04247165839003074,0.5639319093353723,0.0429617373732793,0.5459707688350637,0.06265202267654232,0.5399480707102166,0.07077960161225468,0.5203243952531348,0.10366690825215877,0.5123868745445966,0.12013279206292445,0.5116717785157118,0.12171466195759513,0.49811288448165997,0.15499681307858607,0.4955364651975738,0.1620591425286123,0.4942348970824441,0.16572027138945666,0.4839608488284346,0.1968797335780758,0.4772110095220248,0.21959706830756012,0.4769650187622298,0.2204593093104432,0.4683462881131669,0.2522087543484582,0.4638337719524636,0.27002789294239643,0.4632460806871985,0.27240889249526884
NP-GJ361,1,0.030300915184632713,1.0,0.026152985720711213,1.0,0.018491597080729387,1.0,0.009571576213628528,1.0,0.004950179338848417,1.0,0.004779878699534373,1.0,0.0036426669324263476,1.0,0.0033956042539861338,1.0,0.003041547502029512,1.0,0.0025796965461492146,1.0,0.002531496785001069,1.0,0.002517565930351564,1.0,0.0023418646675927228,1.0,0.002121414604978067,1.0,0.0020827789021804046,1.0,0.002064854362456418,1.0,0.0020632896103338068,1.0,0.002020193369989599,1.0,0.002008290882894917,1.0,0.0019927321526392178,1.0
NP-GJ3643,1,0.01272834876981249,0.9999999999999756,0.01240753819900244,0.9999999999999696,0.012103591460460248,0.999999999999962,0.012003407846994902,0.9999999999999591,0.010902842426855323,0.9999999999999041,0.010659399297888237,0.9999999999998824,0.010601583473708041,0.9999999999998768,0.010561909168713005,0.9999999999998724,0.009169650338352786,0.9999999999995488,0.00889987762109948,0.9999999999994108,0.008752317684292535,0.9999999999993164,0.008670338830433845,0.9999999999992568,0.00781313816196581,0.9999999999981328,0.0077129315835995985,0.9999999999979088,0.0075717008701319454,0.9999999999975412,0.007549518586768921,0.9999999999974772,0.007155878398068779,0.9999999999959784,0.007119799242712064,0.9999999999957984,0.00701059259500275,0.9999999999951976,0.006828189319170467,0.9999999999939736
NP-GJ369,1,0.6217299688923483,3.494215222347401e-07,0.6033624217840658,9.317709725101644e-07,0.6014750742308914,1.0278444169838649e-06,0.5831631463920602,2.6000291778818138e-06,0.5484123917755467,1.3552241755813868e-05,0.5478913777899656,1.3877849958987728e-05,0.5378605047740244,2.180062804085117e-05,0.5359387193126117,2.374342290337572e-05,0.5305262164985924,3.013752551030763e-05,0.5123408282975181,6.579282369689961e-05,0.5043915145929077,9.167844223922868e-05,0.5038723041043441,9.366860030392115e-05,0.5027006005089097,9.831149634972559e-05,0.4967249598756426,0.0001255897554792933,0.4851250033906953,0.00020029169314981251,0.4776432018762073,0.0002690717655883244,0.4771211339042138,0.0002746259022926493,0.4740365663823813,0.00030972613176528767,0.4713854289882015,0.00034325379573504113,0.470857793547648,0.0003503247841778418
NP-GJ3700,1,0.7390421578357349,0.2498311789989245,0.7260442895623094,0.2867650903350396,0.7018109702423928,0.3607578934756011,0.6913833508454266,0.394160475367028,0.6580252137944708,0.5040374591354734,0.6414910680766247,0.5584334541367242,0.6301094214576127,0.5951627637286174,0.5941717992450899,0.7038432358274183,0.5935087415897831,0.7057120687495103,0.5863683422632557,0.7254676496154742,0.5651602676791592,0.779856296439168,0.554682775825881,0.8041874770506475,0.5392872753367975,0.8367468736861825,0.5360414206045486,0.8431213039409735,0.5191671148040377,0.873524904949141,0.4836850980510594,0.923178557005874,0.4673920680527525,0.9401293591618766,0.4477885842575808,0.956367802098235,0.437895178222645,0.9630517874242234,0.4329898516728228,0.96602992263408
NP-GJ3759,1,0.5644398507964131,0.8051842998440475,0.5578963762664375,0.8220939370658987,0.528704527145972,0.8861274937614153,0.5133284031326215,0.9124478149883476,0.4963848176482182,0.9359474424763794,0.4629939829905303,0.9677929312092152,0.4603514810463165,0.9696229321999518,0.4578484188136093,0.9712762795871304,0.44171378201176204,0.9802316044627052,0.4362284395214579,0.9826776810071396,0.4331380024620172,0.9839380452716896,0.4329876836674519,0.9839972842448464,0.4230593218965635,0.9875153167407248,0.4225881327616826,0.9876640776313984,0.399347325660185,0.9933231524777826,0.3973934656440377,0.9936715612794368,0.3917510529388881,0.994588072248738,0.3874258854019523,0.995207707683019,0.3844073961387153,0.995601336980364,0.3704417699640146,0.9970672817245808
NP-GJ3778,1,0.9760711603274738,1.6054853882932998e-11,0.9758835151248878,1.7088555315177613e-11,0.9705787282940934,8.362762657035602e-11,0.9309133025005836,7.575917447770303e-08,0.6948346168741926,0.009464629056822844,0.6574003549612971,0.02308143960985566,0.6438488342099631,0.03103242373094822,0.6187958278823392,0.051858128798525104,0.6145470662670395,0.056341829518732775,0.5831568449576657,0.10032010870609616,0.5583073839069297,0.15162630490303944,0.5478321589594038,0.1784013898799988,0.5162648681037743,0.2792256856933775,0.4923547333354605,0.3753233029117469,0.4916585583643661,0.3783487620828314,0.4905948191998255,0.38299392610946464,0.4884160959943036,0.3925904884978215,0.4686254571320743,0.4840727320651451,0.466241404814449,0.4955041678821451,0.4285616633644093,0.6778473807125334
NP-GJ377,1,0.5747041317367264,0.7014398397188969,0.5564409509254289,0.7625567341210366,0.5542871603375336,0.7693251948750544,0.5290267391766479,0.840801185406749,0.5163204695983268,0.8708986251967316,0.5151793679491002,0.8734046523264982,0.5112838326866577,0.8817158756162421,0.5102597349271595,0.8838383465097411,0.4836086359565308,0.9302099427567594,0.4808863556159504,0.9340296743117336,0.4791860995556368,0.9363345184112518,0.47469048750628,0.9421360631353142,0.4730351062447057,0.9441676237358676,0.456102711766146,0.9619337563402004,0.4554084388877023,0.9625525731327044,0.455090613012266,0.9628331643447936,0.453314924416922,0.9643700573651164,0.4372544354517972,0.9760745006848518,0.4280073381708832,0.9812302993884472,0.4150548240411093,0.9868595250050788
NP-GJ3804,1,0.489715875404323,0.7446194670298868,0.4895223110139965,0.7454762721607342,0.4892215732446529,0.7468051871241339,0.4884302518255295,0.7502884817276332,0.4881503806843012,0.7515157295006563,0.4865520392347327,0.7584764600685867,0.4860523760914932,0.760635411330223,0.4844347822475947,0.7675675636774093,0.4817752650889298,0.7787691502150872,0.4816605371174871,0.7792467499044161,0.4785228990165594,0.7921221327523116,0.4746006287041634,0.8076933310865697,0.4738028785214672,0.8107865087696307,0.4734650578411181,0.8120886837466891,0.4734380571117671,0.8121925634893842,0.4728798985693852,0.8143333691882281,0.4727964321794621,0.8146524188288838,0.4716818073959043,0.8188858569792989,0.4715543233025616,0.8193668107040869,0.4699031278549648,0.8255354757637814
NP-GJ3813,1,0.873762191466632,3.351356990989402e-06,0.8733973859422616,3.433872465349438e-06,0.8722867817380664,3.6961969297259492e-06,0.8677749049351815,4.952374304226965e-06,0.8235487475059966,5.6077290430624536e-05,0.8130575162133844,9.104356712187564e-05,0.8036417863499798,0.00013745163076641417,0.6456827225922712,0.01845947501376496,0.6315939052444514,0.025346157570848963,0.6063498065139512,0.0432347776811725,0.564282906720756,0.09616438125774167,0.5551549254173014,0.11274750475219684,0.5525049360564133,0.11796474559619362,0.5286950688716618,0.17372757142314474,0.5157590939782939,0.2112437036030609,0.4377814395219424,0.5409658324472306,0.4376513261461385,0.5416165499978822,0.4133481241869076,0.6626352491054256,0.4066677164505941,0.6948008006085564,0.37633851097768295,0.8253625536331102
NP-GJ3822,1,0.445500084742113,1.9663640459617274e-06,0.4345370858840993,3.6694971516661246e-06,0.4182477608052066,9.061263640890759e-06,0.4096924937874047,1.4413596340683087e-05,0.38431682295944697,5.482667822718253e-05,0.35142229316483914,0.00028459724519698136,0.3462231335454038,0.0003661694531453568,0.29936810777492423,0.0032251916086985513,0.2878286342878782,0.0053722566028351106,0.28268672190204824,0.006722078797737412,0.2810191554976592,0.007225835097945213,0.2724720283169823,0.01043052984215465,0.2694137961227237,0.011878304350261637,0.264189470945406,0.014806318231683019,0.26202142953038243,0.01621368156538864,0.23730293448332,0.044380290738949016,0.2298478015069037,0.05945108095964701,0.2264620405371089,0.06775779567967176,0.22617373714144476,0.06851245879412059,0.2261650989780443,0.06853518904514333
NP-GJ3835,1,0.5669956418094392,0.7625802489336845,0.560183955537484,0.7791086337836326,0.5587733076614886,0.7824442614985008,0.5353690855773815,0.8332855069544234,0.5339328426053781,0.8361252103951875,0.5309387044485222,0.8419404085299234,0.5294412009281415,0.8447957867377546,0.5046402816156947,0.8870061307730965,0.4918371695522142,0.9051688217990465,0.4744767646414834,0.9261322545072528,0.4697776563165826,0.9311266318212768,0.4688653869744958,0.9320642623510048,0.4653953412716138,0.935537826959938,0.43979921821028056,0.956947078137984,0.4325302059755002,0.9618072283986056,0.4271111947299087,0.9651198305577324,0.4266776111596733,0.9653739188462868,0.4153784638341988,0.9714568585306907,0.4142875491846601,0.9719917850365678,0.4116527327382775,0.973247848229884
NP-GJ386,1,0.5020443152932573,3.035326018679097e-07,0.50086591566945,3.243073729556777e-07,0.4875305976738496,6.784320943080029e-07,0.4799802134144167,1.0213723516615989e-06,0.4700008563012466,1.7375911668333396e-06,0.454972301964415,3.7936282873351373e-06,0.4403709814447292,7.930046474820664e-06,0.4355341001411683,1.0079099814219247e-05,0.4135793548927824,2.914735072863676e-05,0.3924586319305006,7.785402234042331e-05,0.371932426745968,0.00019543011861008783,0.371424805050556,0.00019984672318028868,0.3496586022516747,0.0005116980138868295,0.3367592164983704,0.0008789525331856715,0.32493346910904103,0.0014286342371682,0.2986678901129289,0.004061714764855692,0.2728268841815233,0.010855834946554477,0.2623320661120028,0.015976583039255463,0.26112117222406184,0.016696836687318247,0.2582535225605569,0.01852710109909882
NP-GJ3871,1,0.5273727506243734,0.0009732342472036944,0.5103546389515391,0.001715797742773926,0.4606428144856392,0.0080148422717679,0.4276281792605677,0.02045711026631189,0.4214699203548749,0.02418669237665989,0.4193762891258902,0.02559035996118699,0.406790558616352,0.035720239988589905,0.4043243627323916,0.0380891346864158,0.4020941618349493,0.04035322900673193,0.3956119130378949,0.04764307299225652,0.39525047473309055,0.048082522638309415,0.38929136531569936,0.0558736264029788,0.3832131055730405,0.06496803621439823,0.3813050276689644,0.06808328166206988,0.3772110038091955,0.0752185768699861,0.373164346930264,0.08291243918011279,0.3728742495203803,0.08348967200332642,0.3720274628948435,0.08519481484661669,0.3720228632895544,0.08520415964856408,0.3686329236004283,0.09234015371665164
NP-GJ3874,1,0.01760077896705554,0.9999999999999896,0.016982531182009455,0.9999999999999856,0.015109727192806968,0.9999999999999576,0.015008178140592694,0.9999999999999548,0.0147729728515804,0.9999999999999478,0.01458996217827089,0.9999999999999414,0.014490004317207244,0.9999999999999376,0.014066568387374516,0.9999999999999176,0.013919338167752673,0.9999999999999092,0.01381112463544542,0.9999999999999024,0.013435907439079185,0.9999999999998738,0.013124209673854869,0.9999999999998431,0.013089295348402771,0.9999999999998392,0.012846374501330136,0.9999999999998084,0.012751019070037593,0.9999999999997948,0.01258601762243039,0.9999999999997684,0.0124781363777836,0.9999999999997492,0.012096417661096398,0.9999999999996656,0.01179507996961227,0.999999999999578,0.01175525986080395,0.9999999999995646
NP-GJ390,1,0.08175124204188143,0.9992652667653622,0.07790449740263143,0.9996661218111842,0.07632790236159606,0.9997632003936606,0.07574802084580938,0.9997919449780179,0.07445801270255865,0.9998449182832012,0.07425301725043115,0.9998521064068148,0.06787142184633269,0.999969686674378,0.06659793781192,0.99997846148233,0.05962312768285163,0.9999971579929922,0.05891542999626581,0.9999977192471856,0.058882035360033724,0.9999977429499682,0.0565480802878279,0.9999989280737605,0.0549925277429268,0.9999993575168348,0.05441704977059495,0.9999994699993086,0.0535372571109587,0.9999996063467912,0.05274185372444594,0.9999997001315796,0.05194065327577204,0.9999997727201956,0.050753607501753666,0.9999998500858088,0.04992626371865156,0.9999998882471912,0.049800136917089614,0.999999893169762
NP-GJ3915,1,0.9989675849732697,1.552361133905163e-22,0.997378638188665,2.679768633872612e-19,0.9856432918205748,2.1577485460669517e-13,0.915000740735924,3.143382172142055e-07,0.7610958482631397,0.0011182803761852177,0.7345148639819108,0.002553867185462629,0.7091104039453832,0.005207410122898828,0.6914173655771118,0.008236050892106998,0.6888551310273133,0.008780866679615336,0.6321208397200005,0.031773208236545225,0.6275939823504333,0.034860181619718995,0.6096578290576584,0.049685939788959965,0.5819486094670675,0.08260545589898792,0.5758852908047201,0.0917607654539506,0.5551822435261041,0.12925694361273812,0.5523491463409427,0.13519744838298967,0.530652123017625,0.18777415378120574,0.5270157489174337,0.1978630935933543,0.518498567056509,0.2229758508977692,0.5087054799690985,0.25443368185935905
NP-GJ3918,1,0.35663254591811083,0.5543540590926387,0.3364831857017256,0.6903788236664955,0.3311825526941391,0.7247142570725641,0.3246656082803052,0.7651609292411022,0.317226326402334,0.8082320477738155,0.3119136403892233,0.836553332651937,0.3056273756297662,0.8670848722994741,0.2911092428460293,0.9240582604750616,0.29075135024606463,0.9252175466149524,0.29037756021954075,0.9264158185165334,0.2892051781039375,0.9300915306883938,0.2805333514121554,0.9534886434436818,0.27699737076229514,0.9612028832007418,0.26912346000055204,0.9749654373372788,0.2686022840757602,0.9757234164132984,0.2627554106434079,0.9830734708449544,0.2582492001280892,0.9874411564100972,0.25641314755807104,0.9889386196483764,0.255754993203285,0.9894389529389822,0.25340761355886265,0.9910764630420292
NP-GJ3962,1,0.9817428009861896,3.079964871872312e-19,0.9815251491858156,3.550264291910945e-19,0.9739528735367726,2.1816041528674618e-17,0.9330950894801644,1.7621696290641408e-12,0.7810067462922697,2.441099758246811e-06,0.5662682528444394,0.007555624028825058,0.5630272771566921,0.00823538328328516,0.5501977880351391,0.011503089151365376,0.5240116425637311,0.02202413425789336,0.5240092622450814,0.022025392253580932,0.5237516379771436,0.0221619269715116,0.5138888085004749,0.02799290646364928,0.5056710869525071,0.033856034411597374,0.5016926142206437,0.0370674803940499,0.4971204694520202,0.04108842852452503,0.4957390439894468,0.042376720764517525,0.4849443099246586,0.053728746263787285,0.4777402069323956,0.06270821300809305,0.4631725544913723,0.08489858426312788,0.4508010338706817,0.10869019168546833
NP-GJ3969,1,0.4064892796235026,0.07483291647171918,0.3827179752451661,0.12954775765096002,0.3662730206468781,0.18456814663225266,0.3643573954512809,0.19204807552649075,0.3537671848586749,0.2377559972695432,0.352776909708786,0.2424166812369152,0.3355773730290615,0.33411553981496545,0.331779422828369,0.3570527023834088,0.3304129489380818,0.3655313733660745,0.32666497182256576,0.3893779900921652,0.325756859847928,0.3952822802865341,0.32390520435993625,0.4074680754866756,0.3187667902915402,0.4422570704193471,0.3186782637780524,0.442868208003702,0.3129902008431434,0.48287666218617,0.31262557050154466,0.4854871488196898,0.3042695296333819,0.5464679376925325,0.30390211185225496,0.5491892454008285,0.3012626009277743,0.5688013428422011,0.2960691893952565,0.6075608303886769
NP-GJ399,1,0.28395403723201024,0.9999869051359052,0.2839106331267342,0.9999869129160976,0.283867923353464,0.9999869205653048,0.28374752446174145,0.9999869420936308,0.2836581000099965,0.9999869580502776,0.28364276906877195,0.9999869607830509,0.2834745732529011,0.9999869907098944,0.2832696857017664,0.9999870270308248,0.2831015169674452,0.9999870567325922,0.2827409116177512,0.9999871200898118,0.2826378447625835,0.999987138115353,0.2820927098653335,0.9999872328454816,0.2820505402308571,0.9999872401309357,0.2815318210944103,0.9999873292517912,0.2815248785009076,0.999987330438398,0.2815222352883725,0.9999873308901248,0.2815012014772227,0.9999873344839756,0.281496328660757,0.9999873353163344,0.2814748690045484,0.9999873389810496,0.2814605877932354,0.9999873414190222
NP-GJ4001,1,0.9903590303142492,1.0015795214190427e-15,0.9621596376366534,1.1023551333440274e-10,0.9547699991313192,5.002816593826273e-10,0.9309073621581196,1.8110710904222844e-08,0.9145973253327194,1.0877755997935195e-07,0.8826966135498377,1.5872600175733038e-06,0.8806794932062124,1.8327405871892185e-06,0.8501370131086934,1.2500333083603448e-05,0.8462146471729641,1.553502907851518e-05,0.8240593877157152,4.8138367950719066e-05,0.8236358004147464,4.912001123997488e-05,0.775374928437052,0.0003725810857963583,0.7642178909927454,0.0005585147796961351,0.7627957271744881,0.0005872593870442012,0.7627226901296629,0.0005887699946054602,0.7619576562048038,0.0006047989858046798,0.7558616262586011,0.0007468116348509463,0.7512340571838096,0.0008733512890300899,0.7390473231942335,0.0013006361094688847,0.7215057346679454,0.0022334963327304102
NP-GJ4079,1,0.3313436350686588,0.829751470218679,0.32274480982782683,0.8575102753254172,0.31588639570571525,0.8776185488854343,0.307662283218301,0.8992891324102098,0.30176444450543577,0.9131853631022736,0.29638643331292497,0.9246753515257916,0.29579771641443786,0.9258657516618538,0.2951094692090969,0.9272407358715054,0.2935425312145596,0.9303045214908312,0.2872337521898481,0.941720287321652,0.2840972926260865,0.9468626897358636,0.27337027507528183,0.96194149322422,0.27141374829365955,0.9642979704352792,0.2703373031674398,0.9655457065055928,0.26709550075870997,0.9691006066588672,0.2558640963107822,0.979249088764608,0.2539700969178704,0.9806595537055374,0.2483111705190634,0.9844169214744946,0.2476913798242532,0.9847892182050224,0.24648656360210305,0.9854919792202432
NP-GJ4088,1,0.8949121171375664,0.001365156417486203,0.8918935245873304,0.0015700757393108027,0.8870532520962199,0.001948947369996396,0.8799327096538797,0.002634536034432405,0.8785382360948449,0.002788752235558284,0.8761211796335445,0.003072935144344141,0.8748550562962983,0.0032306855018021893,0.8722717341798073,0.003572430560229545,0.8714957310385607,0.003680483052895513,0.8700101366851938,0.003894549001082318,0.8668243768585324,0.004386826592312293,0.8661969662993547,0.0044893256885007015,0.8661266585818836,0.004500928695635597,0.8660988349638434,0.004505527018964625,0.8652599428465515,0.004645921846826232,0.8604904531887981,0.005511247152133296,0.8582904127367353,0.005950983642425734,0.8570558013702204,0.006209607814697853,0.8533356405883439,0.0070429029067931356,0.8532524533229386,0.0070624938379110465
NP-GJ4100,1,0.5523539562094427,9.891217242730131e-21,0.5158605789660741,1.753051395848003e-18,0.5074917743085592,5.435112450407737e-18,0.4371936997461949,3.5994329259242996e-14,0.4349862186248482,4.6579189121543217e-14,0.4329392668299183,5.910294684871907e-14,0.4228807303264782,1.8806300196376436e-13,0.4125680598132269,6.032036587233114e-13,0.4104446747558209,7.648049532742557e-13,0.40376750502562175,1.604164456646168e-12,0.39552963234718297,3.954351809473799e-12,0.3775170725120484,2.7227024806910746e-11,0.3725454951326129,4.59058760500573e-11,0.3689439922469519,6.684324187008536e-11,0.3662254001122973,8.863464323083449e-11,0.36415413926572654,1.098006256108967e-10,0.36274233509739856,1.2700365188304823e-10,0.3575664480215831,2.159348356906761e-10,0.35507129244613783,2.7845560078029067e-10,0.35268291723407763,3.548527611231242e-10
